 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","11860","A","LEC","M","50","53","13:00","14:15"," T  R    ","L/L CM","216","Diouf, Moustapha ","3"
"ALAN","095","Latinos/as in America","14355","WQ1","ONL","C","20","12","TBA","","       ","ONLINE","SEE NOTES","Buyze, David ","2"
"ALAN","096","D1: Chasing the Blues","13992","WW1","LEC","C","15","3","TBA","","       ","OFFCMP","SEE NOTES","Greenberg, Mark ","3"
"ALAN","196","Race Religion&Conflict","14248","WQ2","ONL","C","20","13","TBA","","       ","ONLINE","SEE NOTES","Buyze, David ","2"
"ANFS","313","Food Safety and Public Policy","11463","A","LEC","M","20","3","12:50","15:50","M       ","ML SCI","357","Donnelly, Catherine Wright","3"
"ANFS","395","SL:Food Systems Society/Policy","14160","A","LEC","M","20","6","10:00","11:15"," T  R    ","LAFAYE","L408","Trubek, Amy Bell","3"
"ANFS","395","Qualitative Research for Food","14172","B","LEC","M","20","10","08:30","11:30","    F   ","ROWELL","115","Trubek, Amy Bell","3"
"ANFS","491","Doctoral Dissertation","10002","A","TD","M","20","14","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","198","Undergrad Research","10248","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","3 to 6"
"ANNB","225","Human Neuroanatomy","12387","A","LCLB","M","15","16","10:00","12:00","   R    ","GIVN E","E401","Forehand, Cynthia J.","3"
"ANNB","225","Human Neuroanatomy","12388","ZR1","LCLB","C","5","3","10:00","12:00","   R    ","GIVN E","E401","Forehand, Cynthia J.","3"
"ANNB","302","Neuroscience","10257","A","LCLB","M","45","40","10:40","11:30","M  W  F   ","HILLS","234","Vizzard, Margaret ","4"
"ANNB","326","Basic Sci-Neurologic Disease","12608","A","LEC","M","25","2","12:00","13:00"," T      ","ONCMP","SEE NOTES","Eckenstein, Felix ","1"
"ANNB","327","Resp Conduct in Biomed Rscrch","10256","A","LCDS","M","30","13","16:00","17:15","   R    ","GIVN C","C443","Nishi, Rae ","1"
"ANNB","328","Techniques in Microscopy","12385","A","LEC","M","15","7","11:30","12:45"," T  R    ","GIVN","S359","Fiekers, Jerome Francis","3"
"ANNB","330","Comparative Neurobiology","13692","A","LEC","M","12","0","TBA","","       ","ONCMP","SEE NOTES","Mawe, Gary M. ","2"
"ANNB","382","Sem in Anatomy & Neurobiology","10844","A","SEM","M","30","10","12:00","13:00","  W     ","HSRF","400","Nishi, Rae ","1"
"ANPS","020","Ugr Hum Anatomy & Physiology","10875","A","LEC","M","250","228","12:50","13:40","M  W  F   ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANTH","010","Careers with Anthropology","14332","WQ1","ONL","C","20","14","TBA","","       ","ONLINE","SEE NOTES","Smith, Elizabeth A.","1"
"ANTH","010","Careers with Anthropology","14333","WQ2","ONL","C","20","10","TBA","","       ","ONLINE","SEE NOTES","Smith, Elizabeth A.","1"
"ANTH","021","D2: Human Cultures","13616","A","LEC","M","156","154","16:05","16:55","M  W  F   ","WILLMS","301","Eastman, Benjamin H.","3"
"ANTH","021","D2: Human Cultures","13618","B","LEC","M","156","156","16:00","17:15"," T  R    ","WILLMS","301","Holly, Catherine ","3"
