 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","051","D1:Intr ALANA US Ethnic Stdies","13044","A","LEC","M","50","51","16:00","17:15"," T  R    ","DEWEY","314","Diouf, Moustapha ","3"
"ALAN","096","Chasing the Blues","13948","WW1","LEC","C","10","5","TBA","","       ","OFFCMP","SEE NOTES","Greenberg, Mark ","3"
"ALAN","196","D1:LGBT Theatr People of Color","14005","A","LEC","M","9","8","16:05","19:05","  W     ","OMANEX","A207","Ramos, Gregory ","3"
"ALAN","196","American Indians and Race","13877","WQ1","LEC","C","20","16","TBA","","       ","ONLINE","SEE NOTES","Gilley, Brian Joseph","2"
"ALAN","296","Race and Nation","13882","OL1","LEC","C","15","9","TBA","","       ","ONLINE","SEE NOTES","Gilley, Brian Joseph","3"
"ANFS","313","Food Safety and Public Policy","11833","A","LEC","M","20","2","12:50","15:50","M       ","ML SCI","357","Donnelly, Catherine Wright","3"
"ANFS","491","Doctoral Dissertation","10002","A","TD","M","20","12","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","198","Undergrad Research","10288","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","3 to 6"
"ANNB","225","Human Neuroanatomy","13872","A","LCLB","M","10","8","10:00","11:15"," T  R    ","GIVN C","C443","Forehand, Cynthia J.","3"
"ANNB","225","Human Neuroanatomy","13873","Z1","LCLB","C","5","5","10:00","11:15"," T  R    ","GIVN C","C443","Forehand, Cynthia J.","3"
"ANNB","302","Neuroscience","10301","A","LCLB","M","45","33","10:40","11:30","M  W  F   ","ROWELL","111","Vizzard, Margaret ","4"
"ANNB","320","Developmental Neurobiology","13869","A","LEC","M","12","3","14:00","15:30"," T  R    ","GIVN C","C447","Nishi, Rae ","3"
"ANNB","326","Basic Sci-Neurologic Disease","14130","A","LEC","M","25","3","12:00","13:00"," T      ","HSRF","400","Eckenstein, Felix ","1"
"ANNB","327","Resp Conduct in Biomed Rscrch","10300","A","LCDS","M","30","19","16:00","17:15"," T      ","HSRF","400","Nishi, Rae ","1"
"ANNB","328","Neuro Tech Optical Microscopy","13870","A","LEC","M","10","8","11:30","12:45"," T  R    ","","","Fiekers, Jerome Francis","3"
"ANNB","329","Topics in Excitable Membranes","12044","A","LEC","M","25","2","TBA","","       ","ONCMP","SEE NOTES","Fiekers, Jerome Francis","2"
"ANNB","382","Sem in Anatomy & Neurobiology","11036","A","SEM","M","30","9","12:00","13:00","  W     ","HSRF","400","Forehand, Cynthia J.","1"
"ANNB","491","Doctoral Dissertation Research","11038","A","TD","M","20","0","TBA","","       ","","","Forehand, Cynthia J.","1 to 18"
"ANPS","020","Ugr Hum Anatomy & Physiology","11072","A","LEC","M","250","235","12:50","13:40","M  W  F   ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANTH","021","D2: Human Cultures","13893","A","LEC","M","165","160","10:40","11:30","M  W  F   ","WILLMS","301","Shea, Jeanne Laraine","3"
"ANTH","021","D2: Human Cultures","13895","B","LEC","M","150","151","16:00","17:15"," T  R    ","GIVN E","E131","Steinberg, Jonah ","3"
"ANTH","021","D2: Human Cultures","13898","C","LEC","M","155","150","16:05","17:20","M  W     ","BLLNGS","LH","Smith, Elizabeth A.","3"
"ANTH","021","D2: Human Cultures","13901","D","LEC","M","50","50","11:30","12:45"," T  R    ","AIKEN","116","Vivanco, Luis Antonio","3"
"ANTH","021","D2: Human Cultures","13920","OL1","LEC","C","20","20","TBA","","       ","ONLINE","SEE NOTES","Steinberg, Jonah ","3"
"ANTH","021","D2: Human Cultures","14832","WD","LEC","C","0","1","TBA","","       ","","","","3"
"ANTH","021","D2: Human Cultures","13897","Z2","LEC","C","15","14","16:00","17:15"," T  R    ","GIVN E","E131","Steinberg, Jonah ","3"
"ANTH","021","D2: Human Cultures","13900","Z3","LEC","C","10","10","16:05","17:20","M  W     ","BLLNGS","LH","Smith, Elizabeth A.","3"
"ANTH","024","D2: Prehistoric Archaeology","13903","A","LEC","M","153","148","08:30","09:45"," T  R    ","ROWELL","103","Crock, John Gordon","3"
