 Dept,#,Title,Comp Numb,Sec,Lec Lab,Camp Code,Max Enrollment,Current Enrollment,Start Time,End Time,Days,Bldg,Room,Instructor,Credits
"ALAN","095","Music & Culture: New Orleans","14932","TR1","LEC","C","15","4","TBA","","       ","OFFCMP","SEE NOTES","Stats, Clyde ","3"
"ALAN","096","Latinos/as in America","14703","WQ1","ONL","C","20","14","TBA","","       ","ONLINE","SEE NOTES","Buyze, David ","2"
"ALAN","096","D1: Chasing the Blues","14208","WW1","LEC","C","15","1","TBA","","       ","OFFCMP","SEE NOTES","Greenberg, Mark ","3"
"ALAN","196","Race Relig&Conflict in America","13920","WQ1","ONL","C","20","10","TBA","","       ","ONLINE","SEE NOTES","Buyze, David ","2"
"ANFS","313","Food Safety and Public Policy","11309","A","LEC","M","20","0","12:50","15:50","M       ","ML SCI","357","Donnelly, Catherine Wright","3"
"ANFS","491","Doctoral Dissertation","10002","A","TD","M","20","15","TBA","","       ","","","Harvey-Berino, Jean Ruth","1 to 18"
"ANNB","198","Undergrad Research","10229","A","RSCH","M","10","0","TBA","","       ","","","Forehand, Cynthia J.","3 to 6"
"ANNB","225","Human Neuroanatomy","11878","A","LCLB","M","15","16","10:00","11:15"," T  R    ","GIVN E","E401","Black, Ellen Elizabeth","3"
"ANNB","225","Human Neuroanatomy","14067","ZR1","LCLB","C","5","3","10:00","11:15"," T  R    ","GIVN E","E401","Black, Ellen Elizabeth","3"
"ANNB","302","Neuroscience","10238","A","LCLB","M","45","41","10:40","11:30","M  W  F   ","ML SCI","105","Vizzard, Margaret ","4"
"ANNB","326","Basic Sci-Neurologic Disease","11932","A","LEC","M","25","0","TBA","","       ","ONCMP","SEE NOTES","Eckenstein, Felix ","1"
"ANNB","327","Resp Conduct in Biomed Rscrch","10237","A","LCDS","M","30","20","16:00","17:15","   R    ","HSRF","200","Nishi, Rae ","1"
"ANNB","328","Techniques in Microscopy","11876","A","LEC","M","15","9","11:30","12:45"," T  R    ","GIVN","S359","Fiekers, Jerome Francis","3"
"ANNB","329","Topics in Excitable Membranes","14062","A","LEC","M","25","0","TBA","","       ","ONCMP","SEE NOTES","Fiekers, Jerome Francis","2"
"ANNB","330","Comparative Neurobiology","12503","A","LEC","M","12","5","TBA","","       ","ONCMP","SEE NOTES","Mawe, Gary M. ","2"
"ANNB","382","Sem in Anatomy & Neurobiology","10759","A","SEM","M","30","12","12:00","13:00","  W     ","HSRF","400","Nishi, Rae ","1"
"ANPS","020","Ugr Hum Anatomy & Physiology","10782","A","LEC","M","230","220","18:15","21:15","M       ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANPS","020","Ugr Hum Anatomy & Physiology","14052","B","LEC","M","175","69","18:15","21:15","M       ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANPS","020","Ugr Hum Anatomy & Physiology","14054","ZR1","LEC","C","20","16","18:15","21:15","M       ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANPS","020","Ugr Hum Anatomy & Physiology","14058","ZR2","LEC","C","15","13","18:15","21:15","M       ","GIVN E","E131","Fiekers, Jerome Francis","4"
"ANTH","010","Careers with Anthropology","14614","WQ1","ONL","C","20","12","TBA","","       ","ONLINE","SEE NOTES","Dickinson, Jennifer A.","1"
"ANTH","010","Careers with Anthropology","14615","WQ2","ONL","C","20","16","TBA","","       ","ONLINE","SEE NOTES","Dickinson, Jennifer A.","1"
"ANTH","021","D2: Human Cultures","14234","A","LEC","M","151","155","09:35","10:25","M  W  F   ","WILLMS","301","Eastman, Benjamin H.","3"
"ANTH","021","D2: Human Cultures","14237","B","LEC","M","151","148","16:05","17:20","M  W     ","GIVN E","E131","Mares, Teresa ","3"
"ANTH","021","D2: Human Cultures","14239","C","LEC","M","151","145","11:30","12:45"," T  R    ","GIVN E","E131","Steinberg, Jonah ","3"
"ANTH","021","D2: Human Cultures","14910","OL1","ONL","C","20","15","TBA","","       ","ONLINE","SEE NOTES","Steinberg, Jonah ","3"
"ANTH","021","D2: Human Cultures","14530","ZR1","LEC","C","9","6","09:35","10:25","M  W  F   ","WILLMS","301","Eastman, Benjamin H.","3"
"ANTH","021","D2: Human Cultures","14531","ZR2","LEC","C","9","8","16:05","17:20","M  W     ","GIVN E","E131","Mares, Teresa ","3"
"ANTH","021","D2: Human Cultures","14532","ZR3","LEC","C","8","8","11:30","12:45"," T  R    ","GIVN E","E131","Steinberg, Jonah ","3"
"ANTH","024","D2: Prehistoric Archaeology","14242","A","LEC","M","152","150","11:30","12:45"," T  R    ","WILLMS","301","Crock, John Gordon","3"
"ANTH","024","D2: Prehistoric Archaeology","14533","ZR1","LEC","C","8","6","11:30","12:45"," T  R    ","WILLMS","301","Crock, John Gordon","3"
"ANTH","026","Biological  Anthropology","14243","A","LEC","M","151","132","10:40","11:30","M  W  F   ","FLEMIN","101","Blom, Deborah Eileen","3"
"ANTH","026","Biological  Anthropology","14534","ZR1","LEC","C","9","8","10:40","11:30","M  W  F   ","FLEMIN","101","Blom, Deborah Eileen","3"
"ANTH","028","D2: Linguistic Anthropology","14245","A","LEC","M","148","143","14:30","15:45"," T  R    ","FLEMIN","101","Dickinson, Jennifer A.","3"
"ANTH","028","D2: Linguistic Anthropology","14535","ZR1","LEC","C","12","5","14:30","15:45"," T  R    ","FLEMIN","101","Dickinson, Jennifer A.","3"
"ANTH","040","Parenting and Childhood","14612","WQ1","ONL","C","20","19","TBA","","       ","ONLINE","SEE NOTES","Blom, Deborah Eileen","2"
"ANTH","040","Parenting and Childhood","14613","WQ2","ONL","C","20","18","TBA","","       ","ONLINE","SEE NOTES","Blom, Deborah Eileen","2"
"ANTH","096","Haiti:People Problems&Politics","14616","WQ1","ONL","C","20","13","TBA","","       ","ONLINE","SEE NOTES","Torrence, Corbett M","2"
"ANTH","096","Haiti:People Problems&Politics","14967","WQ2","ONL","C","20","12","TBA","","       ","ONLINE","SEE NOTES","Torrence, Corbett M","2"
"ANTH","135","Prehistory of the US Southwest","14247","A","LEC","M","40","39","10:00","11:15"," T  R    ","L/L CM","216","Van Keuren, Scott ","3"
"ANTH","140","Primates and Anthropology","14591","A","LEC","M","40","38","13:55","14:45","M  W  F   ","LAFAYE","L100","Blom, Deborah Eileen","3"
"ANTH","172","D2: Gender  Sex and Culture","14249","A","LEC","M","45","40","16:00","17:15"," T  R    ","HILLS","234","Houston, David Lewis","3"
"ANTH","178","Sociolinguistics","14928","A","LEC","M","50","15","13:00","14:15"," T  R    ","LAFAYE","L403","Eberhardt, Maeve ","3"
"ANTH","196","Hunters","14250","A","LEC","M","40","30","08:30","09:45"," T  R    ","LAFAYE","L102","Gordon, Robert James","3"
"ANTH","196","Anth of Latin Amer & the Carri","14253","B","LEC","M","40","36","11:30","12:45"," T  R    ","LAFAYE","L102","Vivanco, Luis Antonio","3"
"ANTH","196","Way We Live Now:Anth of Suburb","14256","C","LEC","M","40","40","16:05","17:20","M  W     ","ROWELL","110","Ziegler-Otero, Lawrence ","3"
"ANTH","196","Anth of Music in Oaxaca","14825","OX1","LEC","C","15","5","TBA","","       ","OFFCMP","SEE NOTES","Pellicer, Sergio Javier Navarrete","1 to 18"
"ANTH","196","Archaeology of the Americas","14930","WQ1","ONL","C","20","17","TBA","","       ","ONLINE","SEE NOTES","Van Keuren, Scott ","2"
"ANTH","196","Archaeology of the Americas","14950","WQ2","ONL","C","20","16","TBA","","       ","ONLINE","SEE NOTES","Van Keuren, Scott ","2"
"ANTH","198","Readings & Research","14284","A","TD","M","5","3","TBA","","       ","","","Mares, Teresa ","1 to 12"
"ANTH","198","Readings & Research","11487","B","TD","M","5","3","TBA","","       ","","","Blom, Deborah Eileen","1 to 12"
"ANTH","198","Readings & Research","11488","C","TD","M","5","0","TBA","","       ","","","Vivanco, Luis Antonio","1 to 12"
"ANTH","198","Readings & Research","11489","D","TD","M","5","0","TBA","","       ","","","Gordon, Robert James","1 to 12"
"ANTH","198","Readings & Research","11492","F","TD","M","5","0","TBA","","       ","","","Dickinson, Jennifer A.","1 to 12"
"ANTH","198","Readings & Research","11494","H","TD","M","5","0","TBA","","       ","","","Steinberg, Jonah ","1 to 12"
"ANTH","198","Readings & Research","11496","I","TD","M","5","0","TBA","","       ","","","Van Keuren, Scott ","1 to 12"
"ANTH","198","Readings & Research","11498","K","TD","M","5","0","TBA","","       ","","","Crock, John Gordon","1 to 12"
"ANTH","198","Readings & Research","11874","L","TD","M","5","4","TBA","","       ","","","Eastman, Benjamin H.","1 to 12"
"ANTH","198","Readings & Research","14906","OX1","TD","C","5","1","TBA","","       ","","","Bond, Lynne Anne","3"
"ANTH","201","Practicum & Internship","11873","A","INTN","M","5","2","TBA","","       ","","","Bond, Lynne Anne","1 to 12"
"ANTH","228","Social Organization","14257","A","SEM","M","25","18","11:30","12:45"," T  R    ","WILLMS","511","Gordon, Robert James","3"
"ANTH","250","Museum Anthropology","14262","A","SEM","M","20","20","16:05","17:20","M  W     ","ONCMP","SEE NOTES","Houston, David Lewis","3"
"ANTH","283","Colonialism","14265","A","SEM","M","25","25","15:00","15:50","M  W  F   ","WILLMS","511","Eastman, Benjamin H.","3"
"ANTH","296","Who Owns the Ancient Past?","14268","A","SEM","M","25","12","13:00","15:45"," T      ","WILLMS","511","Van Keuren, Scott ","3"
"ANTH","296","Anthropology of Food & Gender","14271","B","SEM","M","25","20","10:00","11:15"," T  R    ","WILLMS","511","Mares, Teresa ","3"
"ANTH","296","Anthropology of Mobility","14592","C","LEC","M","25","13","16:00","17:15"," T  R    ","WILLMS","511","Vivanco, Luis Antonio","3"
"ANTH","298","Advanced Readings & Research","11499","A","TD","M","5","0","TBA","","       ","","","Bond, Lynne Anne","1 to 3"
"ARBC","002","Elementary Arabic II","12459","A","LEC","M","16","15","10:00","10:50"," T      ","L/L-B","B102","Jonathan, Darius ","4"
"ARBC","002","Elementary Arabic II","12461","B","LEC","M","16","13","10:40","11:30","M  W  F   ","L/L-A","A102","Jonathan, Darius ","4"
"ARBC","002","Elementary Arabic II","14160","ZR1","LEC","C","4","2","10:00","10:50"," T      ","L/L-B","B102","Jonathan, Darius ","4"
"ARBC","052","Intermediate Arabic II","12463","A","LEC","M","20","9","13:55","14:45","M  W  F   ","L/L-A","A101","Jonathan, Darius ","4"
"ARTH","005","Western Art:Ancient - Medieval","11435","A","LEC","M","169","70","10:40","11:30","M  W  F   ","WILLMS","301","Mierse, William Edwin","3"
"ARTH","005","Western Art:Ancient - Medieval","14539","ZR1","LEC","C","5","3","10:40","11:30","M  W  F   ","WILLMS","301","Mierse, William Edwin","3"
"ARTH","006","Western Art:Renaissance-Modern","10801","A","LEC","M","169","149","10:00","11:15"," T  R    ","WILLMS","301","Best, Makeda Djata","3"
"ARTH","006","Western Art:Renaissance-Modern","14540","ZR1","LEC","C","5","1","10:00","11:15"," T  R    ","WILLMS","301","Best, Makeda Djata","3"
"ARTH","008","D2: Asian Art","11443","A","LEC","M","169","54","11:45","12:35","M  W  F   ","WILLMS","301","Seyller, John William","3"
"ARTH","008","D2: Asian Art","14541","ZR1","LEC","C","5","0","11:45","12:35","M  W  F   ","WILLMS","301","Seyller, John William","3"
"ARTH","140","Hist of Optical Media as Art","10802","A","LEC","M","30","33","14:30","15:45"," T  R    ","WILLMS","402","Lyman, Theodore ","3"
"ARTH","165","Northern Baroque Art","13883","A","LEC","M","30","28","11:30","12:45"," T  R    ","WILLMS","402","Guenther, Elizabeth Ann","3"
"ARTH","190","Internship: Art History","11280","A","INTN","M","15","5","17:10","20:10","  W     ","WILLMS","301","Dwyer, Nancy ","3"
"ARTH","192","Southeast Asian Art","12228","A","LEC","M","30","24","09:35","10:25","M  W  F   ","WILLMS","402","Seyller, John William","3"
"ARTH","196","16th Century Italian Art","13878","A","LEC","M","30","29","13:00","14:15"," T  R    ","WILLMS","402","Eldredge, Benjamin Baird","3"
"ARTH","196","Renaissance Architecture","13879","B","LEC","M","30","30","17:30","18:45"," T  R    ","WILLMS","402","Eldredge, Benjamin Baird","3"
"ARTH","196","Renaissance Prints 1450-1600","13882","C","LEC","M","30","17","10:00","11:15"," T  R    ","WILLMS","402","Guenther, Elizabeth Ann","3"
"ARTH","198","Readings & Research","11281","A","TD","M","15","0","17:10","20:10","  W     ","WILLMS","301","Dwyer, Nancy ","3"
"ARTH","282","Ancient Gandharan Art","10808","A","SEM","M","15","10","16:05","20:00","  W     ","WILLMS","308","Mierse, William Edwin","3"
"ARTS","001","Drawing","11318","A","STD","M","18","17","10:40","12:30","M  W     ","WILLMS","416","Davis, Cameron ","3"
"ARTS","001","Drawing","10120","B","STD","M","13","12","08:30","10:20"," T  R    ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","10121","C","STD","M","18","16","08:30","10:20","M  W     ","WILLMS","416","McIntyre, Lynda Reeves","3"
"ARTS","001","Drawing","10122","D","STD","M","18","19","15:00","16:50","M  W     ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","10115","E","STD","M","12","13","17:10","19:00","M  W     ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","11777","F","STD","M","16","15","12:50","14:40","M  W     ","WILLMS","416","Davis, Cameron ","3"
"ARTS","001","Drawing","14542","ZR1","STD","C","5","4","08:30","10:20"," T  R    ","WILLMS","416","Beltre, Mildred ","3"
"ARTS","001","Drawing","14543","ZR2","STD","C","6","4","17:10","19:00","M  W     ","WILLMS","416","McDevitt, Margaret Kay","3"
"ARTS","001","Drawing","14908","ZR3","STD","C","2","2","12:50","14:40","M  W     ","WILLMS","416","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","10134","A","STD","M","16","13","09:35","11:25","M  W     ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","10135","B","STD","M","18","17","11:45","13:35","M  W     ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","10136","C","STD","M","18","11","08:30","10:20"," T  R    ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","10151","D","STD","M","18","18","10:40","12:30"," T  R    ","WILLMS","305","Dye, Sean M.","3"
"ARTS","002","Two-Dimensional Studies","11789","E","STD","M","18","18","13:00","14:50"," T  R    ","WILLMS","305","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","11790","F","STD","M","14","14","15:25","17:15"," T  R    ","WILLMS","305","Davis, Cameron ","3"
"ARTS","002","Two-Dimensional Studies","11864","G","STD","M","16","10","16:05","17:55","M  W     ","WILLMS","305","Haggart, Elizabeth Ann","3"
"ARTS","002","Two-Dimensional Studies","14546","ZR2","STD","C","4","3","15:25","17:15"," T  R    ","WILLMS","305","Davis, Cameron ","3"
"ARTS","003","Three-Dimensional Studies","10154","A","STD","M","15","12","10:00","11:50"," T  R    ","WILLMS","207","Haggart, Elizabeth Ann","3"
